STN,NAME,DATE,AM/PM,TEMP_MIN,TEMP_AVE,TEMP_MAX,WIND_MIN,WIND_AVE,WIND_MAX,SKY,RAIN_AMT
SK8,강릉-울릉,20210902,AM,28.0,28.0,28.0,0.9,2.6,4.2,4,1.5
SK8,강릉-울릉,20210902,PM,27.0,27.7,28.0,0.9,3.1,5.4,4,3.7
SK8,강릉-울릉,20210903,AM,26.0,26.5,27.0,3.6,3.7,3.7,4,7.2
SK8,강릉-울릉,20210903,PM,27.0,27.0,27.0,3.0,3.3,3.6,4,0.5
SK8,강릉-울릉,20210901,AM,28.0,28.0,28.0,8.1,8.6,9.0,1,0
SK8,강릉-울릉,20210901,PM,28.0,28.0,28.0,5.5,6.9,8.1,1,0
SK8,강릉-울릉,20210902,AM,28.0,28.0,28.0,0.9,2.6,4.2,4,1.5
SK8,강릉-울릉,20210902,PM,27.0,27.7,28.0,0.9,3.1,5.4,4,3.7
SK8,강릉-울릉,20210903,AM,26.0,26.5,27.0,3.6,3.7,3.7,4,7.2
SK8,강릉-울릉,20210903,PM,27.0,27.0,27.0,3.0,3.3,3.6,4,0.5
SK9,묵호-울릉,20210901,AM,28.0,28.0,28.0,8.1,8.6,9.0,1,0
SK9,묵호-울릉,20210901,PM,28.0,28.0,28.0,5.5,6.9,8.1,1,0
SK9,묵호-울릉,20210902,AM,28.0,28.0,28.0,0.9,2.6,4.2,4,1.5
SK9,묵호-울릉,20210902,PM,27.0,27.7,28.0,0.9,3.1,5.4,4,3.7
SK9,묵호-울릉,20210903,AM,26.0,26.5,27.0,3.6,3.7,3.7,4,7.2
SK9,묵호-울릉,20210903,PM,27.0,27.0,27.0,3.0,3.3,3.6,4,0.5
SK9,묵호-울릉,20210901,AM,28.0,28.0,28.0,8.1,8.6,9.0,1,0
SK9,묵호-울릉,20210901,PM,28.0,28.0,28.0,5.5,6.9,8.1,1,0
SK9,묵호-울릉,20210902,AM,28.0,28.0,28.0,0.9,2.6,4.2,4,1.5
SK9,묵호-울릉,20210902,PM,27.0,27.7,28.0,0.9,3.1,5.4,4,3.7
SK9,묵호-울릉,20210903,AM,26.0,26.5,27.0,3.6,3.7,3.7,4,7.2
SK9,묵호-울릉,20210903,PM,27.0,27.0,27.0,3.0,3.3,3.6,4,0.5
SK9,묵호-울릉,20210901,AM,28.0,28.0,28.0,8.1,8.6,9.0,1,0
SK9,묵호-울릉,20210901,PM,28.0,28.0,28.0,5.5,6.9,8.1,1,0
SK9,묵호-울릉,20210902,AM,28.0,28.0,28.0,0.9,2.6,4.2,4,1.5
SK9,묵호-울릉,20210902,PM,27.0,27.7,28.0,0.9,3.1,5.4,4,3.7
SK9,묵호-울릉,20210903,AM,26.0,26.5,27.0,3.6,3.7,3.7,4,7.2
SK9,묵호-울릉,20210903,PM,27.0,27.0,27.0,3.0,3.3,3.6,4,0.5
SK9,묵호-울릉,20210901,AM,28.0,28.0,28.0,8.1,8.6,9.0,1,0
SK9,묵호-울릉,20210901,PM,28.0,28.0,28.0,5.5,6.9,8.1,1,0
SK9,묵호-울릉,20210902,AM,28.0,28.0,28.0,0.9,2.6,4.2,4,1.5
SK9,묵호-울릉,20210902,PM,27.0,27.7,28.0,0.9,3.1,5.4,4,3.7
SK9,묵호-울릉,20210903,AM,26.0,26.5,27.0,3.6,3.7,3.7,4,7.2
SK9,묵호-울릉,20210903,PM,27.0,27.0,27.0,3.0,3.3,3.6,4,0.5
SK9,묵호-울릉,20210901,AM,28.0,28.0,28.0,8.1,8.6,9.0,1,0
SK9,묵호-울릉,20210901,PM,28.0,28.0,28.0,5.5,6.9,8.1,1,0
SK9,묵호-울릉,20210902,AM,28.0,28.0,28.0,0.9,2.6,4.2,4,1.5
SK9,묵호-울릉,20210902,PM,27.0,27.7,28.0,0.9,3.1,5.4,4,3.7
SK9,묵호-울릉,20210903,AM,26.0,26.5,27.0,3.6,3.7,3.7,4,7.2
SK9,묵호-울릉,20210903,PM,27.0,27.0,27.0,3.0,3.3,3.6,4,0.5
