생산일,코드,권역,지역,예측일자,갯벌열림시간,갯벌닫힘시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,강수량,강수점수,특보,특보점수,총점수,예보지수,,,,,,,
20210714,TL20,남해동부,다대마을,20210715,0:00,0:00,0,0,25,25,27,5,3,4,4,4,3,3,0,5,-,5,0,체험불가,,,,,,,
20210714,TL21,남해동부,냉천마을,20210715,0:00,0:00,0,0,25,26,28,5,1,3,5,3,3,3,0,5,-,5,0,체험불가,,,,,,,
20210714,TL25,황해중부,병술만마을,20210715,11:40,15:40,4,5,23,23,28,4,3,4,5,3,4,2,0,5,-,5,4.1,좋음,,,,,,,
20210714,TL31,남해서부,백사마을,20210715,09:00,10:00,1,3,26,28,28,5,4,5,6,3,3,3,0,5,-,5,3.1,보통,,,,,,,
20210714,TL32,남해서부,장양마을,20210715,0:00,0:00,0,0,27,29,29,5,2,4,4,4,4,2,0,5,-,5,0,체험불가,,,,,,,
20210714,TL33,남해서부,거차마을,20210715,10:00,18:00,8,5,27,28,29,5,2,4,4,4,4,2,0,5,-,5,4.28,좋음,,,,,,,
20210714,TL34,황해남부,죽림마을,20210715,09:00,10:40,1.67,4,25,27,28,5,4,6,7,3,4,2,0,5,-,5,3.52,보통,,,,,,,
20210714,TL2,황해중부,백미리마을,20210716,12:10,18:00,5.83,5,26,27,28,5,1,3,5,3,3,3,0,5,-,5,4.35,좋음,,,,,,,
20210714,TL3,남해동부,문항마을,20210716,0:00,0:00,0,0,25,26,27,5,2,3,4,4,1,5,0,5,-,5,0,체험불가,,,,,,,
20210714,TL5,황해남부,만돌마을,20210716,11:00,14:30,3.5,5,24,24,29,5,1,4,5,3,3,3,0,5,-,5,4.35,좋음,,,,,,,
20210714,TL6,황해남부,하전마을,20210716,12:00,16:00,4,5,24,24,29,5,1,4,6,3,3,3,0,5,-,5,4.35,좋음,,,,,,,
20210714,TL9,황해중부,월하성마을,20210716,12:00,16:00,4,5,25,27,27,5,2,3,4,4,3,3,0,5,-,5,4.47,좋음,,,,,,,
20210714,TL10,황해중부,선감마을,20210716,13:10,16:10,3,5,23,23,29,4,1,3,5,3,3,3,0,5,-,5,4.3,좋음,,,,,,,
20210714,TL13,황해남부,돌머리마을,20210716,12:00,16:00,4,5,27,29,29,5,2,3,4,4,3,3,0,5,-,5,4.47,좋음,,,,,,,
20210714,TL17,황해남부,신시도마을,20210716,11:00,17:00,6,5,23,24,25,5,1,3,6,3,3,3,0,5,-,5,4.35,좋음,,,,,,,
20210714,TL20,남해동부,다대마을,20210716,0:00,0:00,0,0,24,24,26,5,7,7,7,3,1,5,0,5,-,5,0,체험불가,,,,,,,
20210714,TL21,남해동부,냉천마을,20210716,0:00,0:00,0,0,25,26,27,5,1,4,5,3,1,5,0,5,-,5,0,체험불가,,,,,,,
20210714,TL25,황해중부,병술만마을,20210716,12:20,16:20,4,5,23,23,26,4,2,3,4,4,3,3,0,5,-,5,4.43,좋음,,,,,,,
20210714,TL31,남해서부,백사마을,20210716,09:00,10:50,1.83,4,25,27,27,5,4,5,5,3,4,2,0,5,-,5,3.52,보통,,,,,,,
20210714,TL32,남해서부,장양마을,20210716,09:00,09:50,0.83,2,26,28,28,5,3,4,4,4,3,3,0,5,-,5,2.6,나쁨,,,,,,,
20210714,TL33,남해서부,거차마을,20210716,10:00,18:00,8,5,26,28,28,5,2,3,4,4,3,3,0,5,-,5,4.47,좋음,,,,,,,
20210714,TL34,황해남부,죽림마을,20210716,09:00,11:30,2.5,5,24,27,27,5,5,5,5,3,4,2,0,5,-,5,4.15,좋음,,,,,,,
